v,i,p,s,q,pf,ih3,ih5,ih7,ih9,ih11,ih13,ih15,ih17,ih19,ih21,ih23,ih25,ih27,ih29,ithd,vh3,vh5,vh7,vh9,vh11,vh13,vh15,vh17,vh19,vh21,vh23,vh25,vh27,vh29,vthd,filename,device,device name,voltagerange,Status,devicenumber,State,Type
219.9,0.119,0.9,26.3,6.1,0.039,0.3,1.9,1.3,1,1.1,0.3,0.6,0.7,0.2,0.1,0.6,0.6,0.2,0.1,3.2,186.8,194.4,144.6,130.9,143,124.2,118.5,76.4,82,56.7,49.2,33.2,22.1,30.6,426.1,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.1,0.119,0.8,26.2,6.1,0.037,0.3,1.7,1.3,0.8,0.9,0.3,1,1.1,0.2,0.3,0.4,0.5,0.1,0,3.1,118.9,116.7,114.2,110,81.2,101.5,74.5,53.2,64,55.1,41.5,21.8,28.6,14.9,297.8,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.1,0.118,0.8,26.1,6,0.035,0.2,2.2,0.5,0.5,1.3,1.1,0.1,0.3,0.2,0.1,0.3,0.2,0.2,0.2,3.2,118.9,116.7,114.2,110,81.2,101.5,74.5,53.2,64,55.1,41.5,21.8,28.6,14.9,297.8,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.1,0.118,0.8,26,6,0.037,0.3,1.6,1.3,0.9,1,0.5,0.8,0.8,0.2,0.1,0.5,0.3,0.3,0.1,3,36.3,31.6,9.8,11.6,18.1,17.8,32.1,11.9,9.3,3.9,5.9,10.8,18.6,13.5,71.9,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.1,0.118,0.8,26,6,0.037,0.4,1.8,1.1,0.9,0.9,0.3,0.8,0.9,0,0,0.5,0.3,0.2,0,3,29.5,24.3,12,10.5,7.5,7.4,37.2,3.6,9.4,13.4,3.2,5.2,6.5,9.1,60.6,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.1,0.117,0.8,25.9,6,0.038,0.4,1.8,1.3,1,0.9,0.4,0.8,0.9,0.2,0,0.5,0.7,0.1,0.1,3.2,119.2,110.9,106.9,92.2,107,82.5,78,66.4,69.7,53.5,40.3,41.1,25.1,15,295.3,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220,0.117,0.8,25.8,6,0.037,0.2,1.6,1.3,0.9,1.1,0.4,1,1,0,0.2,0.3,0.4,0.1,0.1,3.1,119.2,110.9,106.9,92.2,107,82.5,78,66.4,69.7,53.5,40.3,41.1,25.1,15,295.3,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220,0.117,0.7,25.8,6,0.034,0.3,2.2,0.5,0.7,1.1,1.1,0.4,0.2,0.3,0.1,0.1,0.3,0.4,0.2,3.2,116.7,110.2,107.9,114.7,100.7,104,78.2,75.2,70,61.2,44.2,44,26.3,18.8,311.3,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.3,0.116,0.7,25.6,6,0.035,0.2,2.3,0.4,0.7,1.1,1.1,0.7,0.3,0.2,0,0.4,0.5,0.7,0.3,3.3,54.8,64.2,55.2,62.7,77.5,47.8,60.7,88,69.5,64,62.3,73.5,73.7,65.2,248.8,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.3,0.116,0.7,25.6,6,0.035,0.4,1.9,1.1,0.9,1,0.5,0.8,0.8,0.3,0.1,0.6,0.5,0.1,0.1,3.1,118.2,125.5,103.2,107.4,104.2,78.2,67,66.7,67,52,34.7,31.1,23.3,13.9,296.8,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.3,0.116,0.7,25.5,5.9,0.032,0.3,1.7,1.3,0.9,1.1,0.3,0.6,0.7,0.2,0,0.6,0.6,0.3,0.1,3,59.7,43.6,24.8,43.2,44.6,39.8,9,61.2,48.7,53.7,43.3,32.7,44.6,43.7,166,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.2,0.115,0.7,25.4,5.9,0.034,0.3,2.6,0.4,0.5,1.1,1.1,0.5,0.2,0.4,0.1,0.3,0.1,0.6,0.4,3.3,35.2,37,1.3,20.1,12,19.6,28.8,8.4,7.4,6.5,9,11.9,8,20.5,72.5,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.1,0.115,0.7,25.3,5.9,0.033,0.2,2.2,0.7,0.8,1.1,1.1,0.6,0,0.1,0.1,0.2,0.4,0.5,0.3,3.2,168.8,186.6,149,147,124.7,130.3,114.2,86.2,98.4,78.9,61.5,64.5,57.2,51.2,436,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.1,0.115,0.7,25.3,5.9,0.033,0.3,1.7,1.3,0.8,1.1,0.3,0.7,0.6,0.1,0.1,0.6,0.4,0.1,0.1,3,117.2,117.2,121.7,121,93.2,116,102.5,82.2,65.2,52.7,49.3,36.7,20.3,19.3,329,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.2,0.114,0.6,25.2,5.9,0.032,0.2,2.2,0.5,0.4,0.9,0.8,0.5,0.1,0.1,0.1,0.4,0.2,0.4,0.3,2.9,121.2,113.9,112,99.2,107.4,77.7,82.9,65.2,56.7,51.3,44.1,32.6,22.6,8.8,297.1,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.3,0.114,0.6,25.1,5.9,0.031,0.3,2.5,0.5,0.7,1.3,1.1,0.5,0,0.2,0.2,0.4,0.2,0.6,0.4,3.3,27.6,23.5,16.5,20.6,10.8,15.4,26.3,8.5,5,7,7,6.7,9,14.8,60.2,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.2,0.114,0.6,25.1,5.9,0.031,0.3,1.8,1.3,0.9,1.1,0.5,1,1,0.2,0,0.6,0.5,0.2,0.1,3.2,94.2,89.2,84.4,91,78.9,76.7,62.2,59.8,45.2,59.2,42.2,42.3,34.3,38,252.5,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220.1,0.113,0.6,25,5.9,0.032,0.3,2.5,0.6,0.7,1.3,1.1,0.4,0.1,0.3,0.2,0.4,0.2,0.6,0.4,3.5,85.7,57.7,37.2,59.7,65.4,55.6,23.3,63.6,69.5,65.4,59.7,64.9,53.7,56.2,225,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220,0.113,0.6,24.9,5.8,0.031,0.4,2.3,0.6,0.5,1.1,1.1,0.3,0.2,0.3,0.1,0.3,0.3,0.7,0.2,3.2,125.7,115.2,107.9,109.7,112.2,85,108.2,43.7,70,55.5,58.1,41.3,45.8,53.5,323,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
220,0.112,0.6,24.8,5.9,0.032,0.3,2.2,0.5,0.4,1.3,1.1,0.3,0.1,0.2,0.3,0.5,0.2,0.4,0.2,3.2,179.5,207.5,170.1,158,132.1,130.3,122.5,87.5,86.2,70.5,46.2,42.2,27.1,19.6,451.6,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
219.9,0.112,0.6,24.7,5.8,0.03,0.4,2.3,0.5,0.3,1.1,1.1,0.3,0.3,0.4,0,0.3,0.4,0.7,0.3,3.2,97.9,84.5,89.5,96,118,68.7,84.4,73.7,71.2,64.7,56.5,46.7,42.1,36.8,288.1,l4cslV220.csv,Laptop,l4 lenovo i5 e430,V220,sl,14,4,2
209,0.135,1.9,28.4,6.6,0.071,0.2,1.6,1.3,0.9,1.1,0.8,1,1,0.3,0.1,0.6,0.5,0.2,0,3.2,178,194.1,173,171.1,148,130.5,125.2,95.5,85.2,69.2,53.1,37,23.1,21.5,458.1,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209.1,0.135,1.8,28.3,6.5,0.069,0.2,1.6,1.3,0.8,1,0.5,1,1,0.2,0.2,0.6,0.7,0.2,0.2,3.1,45.3,23.3,16.8,29.3,24,4,39.3,5.5,12.4,14,20,2.2,16.5,22.8,86.5,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209,0.135,1.8,28.3,6.5,0.067,0.2,1.6,1.3,0.9,0.8,0.5,0.8,1,0.2,0,0.6,0.7,0.2,0.1,3.1,195.1,209.3,162,152.9,151.5,134.6,150.9,91.4,82.2,68.5,60.1,47.7,31.3,33.1,472.6,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209,0.135,1.8,28.3,6.5,0.067,0.2,1.6,1.1,0.8,0.9,0.6,0.9,1,0.1,0.2,0.5,0.4,0.2,0.1,2.9,109,111.4,95,117.4,100.4,84.4,101.7,79.2,65,61,49.6,44.8,39.2,42.8,311.1,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209.1,0.134,1.7,28,6.5,0.065,0.3,2.5,0.3,0.3,0.9,1.1,0.5,0.1,0.1,0.1,0.4,0.2,0.5,0.4,3.2,117.2,117.7,110.7,112.5,93.5,111.9,96.4,74.5,61.7,57.1,51.2,31.8,26.1,13.5,316.6,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209,0.134,1.7,28,6.4,0.066,0.1,1.7,1.3,0.7,1.1,0.6,0.9,1,0.2,0.1,0.6,0.3,0.1,0.1,3.1,171.6,152.9,139.4,147.5,131.8,94.7,75.4,80,50.3,45.7,29.3,22.1,15,9.6,372.6,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209,0.133,1.7,27.9,6.4,0.065,0.3,2.3,0.5,0.7,1.3,1.3,0.6,0.3,0.2,0.2,0.1,0.5,0.7,0.2,3.5,104.2,105.5,91.2,88.4,88.2,83.5,92.2,89.5,78.7,64.2,48,42.1,31.8,27.6,292.8,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209.1,0.132,1.6,27.8,6.4,0.064,0.3,1.7,1.3,1,0.8,0.5,0.8,0.8,0.2,0,0.5,0.6,0.3,0.1,3,87,49.2,47.6,76.7,80.2,34.1,46,77.9,59.7,75.2,71,77,68.9,50.7,248,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209,0.132,1.6,27.6,6.4,0.064,0.2,2.5,0.4,0.6,1.3,1.1,0.2,0.1,0.3,0.3,0.4,0,0.3,0.4,3.3,89,89.2,88.5,94.7,108,76.2,84.7,83.7,78,64,63.1,59.3,56,41.1,295.1,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209.1,0.132,1.7,27.6,6.4,0.066,0.3,2.5,0.3,0.6,1.3,1.3,0.6,0.2,0.1,0.1,0.2,0.3,0.6,0.2,3.5,126.4,119.9,113.9,99.7,98,87.5,74.5,59.3,50.7,39.5,29.1,14.1,9.5,7.7,291.6,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209.1,0.132,1.6,27.6,6.3,0.065,0.4,2.2,0.4,0.2,1.1,1.1,0.3,0.1,0.1,0,0.4,0.2,0.8,0.3,3,102.4,93,95,91,93.4,61.7,60.3,57.3,52.7,46.7,31.3,17,13.3,12.6,250,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209,0.131,1.6,27.4,6.3,0.062,0.3,2.2,0.4,0.3,1.1,1.1,0.4,0.1,0.2,0.1,0.3,0.3,0.6,0.3,3,40.5,9.4,5.2,33.2,26,24.1,29.1,28.1,4,24.8,24.1,12.8,13.9,41.8,95.4,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209,0.131,1.6,27.3,6.3,0.062,0.3,1.8,1.1,0.7,0.9,0.5,0.8,0.8,0.3,0.1,0.6,0.4,0.2,0.2,2.9,35.1,31.1,1.1,20.3,12.9,10.5,27.5,16.1,6,5,4,3.5,4.5,12,64.7,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209.2,0.13,1.5,27.2,6.2,0.062,0.2,2.3,0.3,0.6,1,1.1,0.5,0.3,0.3,0.2,0,0.3,0.4,0,3.1,34.6,29.1,3.6,16.3,10.4,23.8,35.8,13,18.5,5.2,15,12.9,8,5.7,73,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209.3,0.13,1.5,27.2,6.2,0.061,0.3,2.6,0.4,0.6,1.1,1.3,0.5,0.2,0.1,0.1,0.3,0.3,0.6,0.2,3.3,187.8,201.6,179.3,170.9,141.6,135.6,140.5,98,86,68,57,55.6,31.8,29.3,304.5,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209.6,0.129,1.5,27.2,6.2,0.06,0.4,2.6,0.4,0.6,1.1,1.3,0.5,0.3,0.1,0.1,0.3,0.3,0.6,0.2,3.5,111,109.5,94.2,90.2,97.7,69.5,73.2,75.7,46.3,33.8,21.8,10.5,15,4.4,266.5,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209.6,0.129,1.5,27.1,6.2,0.06,0.4,2.2,0.4,0.3,1.1,1.3,0.2,0,0,0.2,0.4,0.3,0.7,0.3,3.2,105.5,69.7,55.3,85.9,90,56.2,56.2,66.2,68.2,61.3,62.1,66.4,61.7,56.6,262.8,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
209.6,0.129,1.5,27.1,6.2,0.06,0.3,1.8,1.1,0.8,1,0.6,0.6,0.8,0.3,0.1,0.6,0.6,0.1,0.2,3,124.4,117.7,121.4,126,94,115.7,103.2,92,71,66.5,56.7,47.2,34,17,343.1,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
208.7,0.127,1.4,26.6,6.1,0.057,0.3,1.8,1.3,0.9,0.9,0.4,0.8,1,0.2,0,0.6,0.7,0.1,0,3.2,173.9,188.5,164.5,145,128.6,115.4,111.9,74.5,70.2,45.3,30.8,16.6,9.5,14.4,412.8,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
208.7,0.128,1.4,26.7,6.1,0.058,0.2,2.5,0.4,0.7,1.1,1.5,0.8,0.3,0.1,0.1,0.3,0.7,0.7,0.2,3.6,29.5,37.3,11.5,7.5,28.1,31.3,23.6,26.1,13.1,5.2,5.2,15.8,4.5,4.7,77.5,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
208.6,0.127,1.4,26.5,6.1,0.058,0.4,1.7,1.3,0.9,0.9,0.3,0.7,0.7,0.2,0.2,0.3,0.6,0.1,0.3,2.9,110.7,102.5,91.2,77.7,83.5,78.4,90,82,60.7,44.5,51.7,45.8,26.5,19,277,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
208.6,0.126,1.3,26.4,6.1,0.056,0.2,1.6,1.5,0.8,1,0.5,0.8,0.7,0.2,0.1,0.6,0.5,0.3,0.1,3,115.9,117.5,110.5,108.2,98,103.2,89.2,77.5,57.8,49,46.6,41.7,22.3,23,310.1,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
208.6,0.127,1.4,26.5,6.1,0.057,0.4,2.5,0.5,0.6,1.1,1.1,0.3,0.3,0.3,0,0.4,0.1,0.6,0.3,3.3,115,96.4,98.9,87,92.9,80.9,94.5,43.6,60.5,42.2,46.1,40.8,35.2,23.1,277.6,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
208.7,0.126,1.3,26.3,6.1,0.057,0.3,2.2,0.5,0.4,1.3,1.3,0.4,0.1,0.3,0.1,0.4,0.1,0.4,0.2,3.2,177.5,202.6,172.8,158.1,147.8,125,127.7,84.5,80.4,53.7,43.7,19.6,10.9,23.1,448.1,l4cslV210.csv,Laptop,l4 lenovo i5 e430,V210,sl,14,4,2
229.9,0.343,17.9,79,19.2,0.227,0.2,1.9,1.3,0.9,1.1,0.5,0.8,0.8,0.2,0.2,0.6,0.7,0.2,0.2,3.2,114,107.9,96.7,86.7,78.9,62.7,48.5,60.2,52.2,36.6,27,21.1,13.4,10.4,273.8,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
230,0.342,17.8,78.7,19.1,0.226,0.3,2.2,1.5,1,1.1,0.6,0.8,0.8,0.1,0.1,0.6,0.8,0.1,0.1,3.6,113.7,106.9,95.2,94.2,77.9,66.5,55.2,38.8,25.6,21.3,12.5,8.3,6.4,4.5,238.3,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
230,0.341,17.6,78.6,19.1,0.225,0.2,2,1.1,0.8,1.3,0.6,0.6,0.5,0.1,0,0.7,0.4,0.2,0.2,3.2,116,111.5,106.2,94.9,89.2,70.4,62.1,54.8,39.7,29.3,19.1,13.8,8,10,263,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
230,0.341,17.6,78.6,19.1,0.225,0.2,2.1,1.3,0.9,1,0.5,0.7,0.8,0.1,0.1,0.5,0.8,0.1,0.2,3.2,113.5,108.2,100,89.5,75.5,57.3,43,31.8,18.1,17,6.4,5.7,7.9,6.5,235.3,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
230,0.341,17.6,78.4,19.1,0.225,0.2,2.1,1.3,0.9,1.3,0.8,1,0.9,0.3,0.1,0.6,0.5,0.2,0.2,3.6,113,106,96.5,91,77.5,59,49.2,36.1,30.6,16.8,15,10.4,3.6,2.7,237.6,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.9,0.341,17.6,78.4,19,0.225,0.3,2.2,1.1,1.1,1,0.6,0.7,0.6,0.4,0.3,0.4,0.6,0.2,0,3.3,112.4,102.2,92,83.7,67.5,53,42.7,31.8,21.6,18.8,12,6.9,5.7,4.2,223.4,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.9,0.341,17.6,78.4,19,0.225,0.1,2,1.1,0.9,1.1,0.4,0.7,0.7,0.1,0.1,0.6,0.8,0.1,0.3,3.2,113.7,110,96.5,94,78.5,64.7,53.2,43,27.6,27.1,18.1,12.6,11.4,9.5,246,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.8,0.339,17.4,77.9,18.9,0.225,0.3,2,1.5,0.9,1.3,0.6,0.9,0.7,0.3,0.2,0.3,0.3,0.2,0.1,3.3,118,105,93,86,66.5,47.7,38.7,25.8,25.5,25.6,26,22.8,19.1,13,230.3,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.7,0.337,17.3,77.5,18.9,0.224,0.2,2.1,1.3,1,1.1,0.5,0.7,0.6,0.4,0.3,0.6,0.5,0.2,0.1,3.3,118.9,113,102.2,95.7,81.5,62.3,49.8,39.2,25.5,19.6,11.8,10.3,11.9,16.8,250.6,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.7,0.338,17.3,77.7,18.9,0.224,0.1,2,1.3,0.9,1.3,0.5,0.9,0.9,0.1,0.3,0.3,0.5,0.1,0.1,3.3,113,105,95.5,86.7,70.5,54.5,40.5,27.3,16.8,15.5,10.3,9.4,7,4.2,227.3,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.9,0.336,17.3,77.4,18.8,0.225,0.1,1.9,1.1,0.9,1.3,0.5,0.9,0.8,0.1,0.3,0.4,0.6,0.1,0,3.2,112.4,102.5,92.2,86.2,68.5,50.7,38.6,26.1,13.5,12.6,8.3,10.4,12.5,9.5,222.1,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.7,0.337,17.3,77.4,18.7,0.224,0.2,2,1.3,1,1.1,0.5,0.8,0.5,0.4,0.2,0.5,0.5,0.1,0,3.2,115.5,109,102.7,84.5,72.7,55.6,40.3,31.6,20.3,15,13.9,13.8,11.1,7.7,235,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.7,0.337,17.3,77.4,18.7,0.224,0.2,1.8,1.3,0.9,1.1,0.5,0.7,0.6,0.5,0.2,0.7,0.4,0.2,0,3.2,116.9,112.2,98,94,82.4,62.2,52.7,37.5,26.8,20.6,16.3,9.8,8,7.5,247.4,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.8,0.335,17.1,77.2,18.7,0.223,0.3,2.1,1.3,0.8,1.3,0.5,0.7,0.6,0.3,0.1,0.5,0.3,0.2,0.1,3.2,115.5,109.2,105.7,95.2,84.2,68.2,57.3,41,30.6,19.3,10.6,8.8,6.7,5.5,252.8,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.8,0.334,17,76.9,18.8,0.222,0.2,2.2,1.3,1,1.1,0.5,0.7,0.6,0.3,0.3,0.6,0.5,0.2,0.1,3.3,113.5,109.5,95,89,71.7,54.2,43.8,31.6,25.1,19,18.6,16.6,12.5,10.8,234.1,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.8,0.334,17,76.8,18.7,0.223,0.3,2,1.6,1.1,1.1,0.5,0.7,0.7,0.3,0.3,0.5,0.7,0.1,0.1,3.5,115,107.7,98.5,88,78.7,62,47.8,41.2,31.5,18.5,15,10.3,7.5,6.7,241.1,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.7,0.333,17,76.5,18.6,0.224,0.1,2.1,1.3,1,1.1,0.5,0.8,0.8,0.2,0.2,0.7,0.7,0.1,0.3,3.5,106.5,92.2,86.2,79.2,62.2,45.2,31.8,26.8,15.3,16.6,12.1,14.6,16.8,15.8,206.6,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.6,0.331,16.9,76.2,18.5,0.223,0.1,2.2,1.1,1,1.3,0.7,0.8,0.7,0.4,0.2,0.7,0.6,0.1,0.2,3.5,113.7,108,99.2,84.7,74.2,53.3,38,28.8,16.1,16.8,16.6,15.5,15.4,10.9,231.9,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.6,0.332,16.9,76.2,18.5,0.222,0.3,2.7,0.5,0.5,1.5,1.3,0.4,0.3,0.4,0,0.3,0.2,0.4,0.3,3.7,112.5,104,95,89,75,54,43,26.1,18.5,8.1,6,9.8,7.5,4,228.5,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.6,0.332,16.9,76.2,18.5,0.222,0.1,2.7,0.5,0.7,1.3,1.3,0.7,0.1,0.2,0,0.4,0.5,0.5,0.1,3.7,110.2,115.2,104.5,107.9,95.5,88,77.2,69,63.6,50.5,44.7,42.2,37.2,36.6,298,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.7,0.332,16.8,76.3,18.5,0.221,0.1,2,1.5,1,1.1,0.6,0.7,0.7,0.3,0.3,0.5,0.7,0.2,0.1,3.3,109.2,103.9,96,90.9,76.5,61.5,50.2,34.2,29.8,15.1,13.8,12.6,8.3,9.9,235,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.7,0.331,16.8,76.1,18.5,0.221,0.4,2.2,1.5,1,1.1,0.6,0.7,0.6,0.3,0.4,0.5,0.7,0.1,0.2,3.5,116,108.7,93.2,87,68.2,49,38.7,32.6,26.3,24.6,29.8,26.3,22.1,12.9,234,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.8,0.33,16.6,76,18.4,0.22,0.1,2,1.1,0.8,1.1,0.5,0.8,0.8,0.3,0.1,0.6,0.8,0.2,0.1,3.2,117.2,103.9,93,83.2,68,49.8,42.3,29.5,25.8,25.8,25,22.8,21.1,16.3,230.6,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
229.8,0.329,16.6,75.7,18.3,0.221,0.3,2.2,1.3,1.1,1,0.7,0.8,0.7,0.5,0.3,0.5,0.6,0.2,0.1,3.5,119.2,105,89.5,80.5,57.8,33.7,19.8,14.5,20.5,20.8,21.1,17.1,14.1,10,216.3,l4dslV230.csv,Laptop,l4 lenovo i5 e430,V230,sl,14,4,2
230.8,0.226,8.6,52.3,12.8,0.166,0.3,2.5,0.5,0.5,1.1,1.1,0.4,0.3,0.3,0.1,0.3,0.5,0.8,0.3,3.2,117,112,97.4,91.5,78.7,62.8,50.5,35.2,27.6,15.4,12.5,10.4,14.3,22.8,245.1,l4conV230.csv,Laptop,l4 lenovo i5 e430,V230,on,14,3,2
230.8,0.226,8.6,52.3,12.8,0.166,0.6,1.9,1.3,0.7,0.8,0.4,0.9,0.8,0.2,0.1,0.5,0.3,0.2,0.2,3.1,120.2,116.2,113.5,102,98.9,82,74.7,69,51.7,39.6,25.8,19.8,8.5,6,289.1,l4conV230.csv,Laptop,l4 lenovo i5 e430,V230,on,14,3,2
231.1,0.241,9.9,55.9,13.8,0.178,0.4,2.6,0.5,0.6,1.1,1.1,0.3,0.2,0.2,0.1,0.3,0.3,0.7,0.2,3.3,94.2,83.7,78,80.5,73.9,66,70.2,66.5,49.2,45.7,36.7,30.5,22.6,22.1,235.5,l4conV230.csv,Laptop,l4 lenovo i5 e430,V230,on,14,3,2
231.1,0.241,9.9,55.9,13.8,0.178,0.4,1.8,1.6,1,0.9,0.4,0.9,0.9,0.2,0.1,0.4,0.3,0.2,0.1,3.2,109.7,102.4,97.4,89.4,70.5,64.7,56,49.2,31.3,20.3,12.9,16.5,9.6,6.7,238.3,l4conV230.csv,Laptop,l4 lenovo i5 e430,V230,on,14,3,2
231.3,0.234,9.1,54.3,13.2,0.168,0.1,2.5,0.4,0.5,1,1.1,0.5,0,0.3,0.2,0.3,0.1,0.6,0.4,3.2,109.4,109.2,98.7,85.2,78.5,63.3,49.2,44.3,41.2,31,25.5,22.8,23.8,20.8,245.8,l4conV230.csv,Laptop,l4 lenovo i5 e430,V230,on,14,3,2
231.3,0.219,8,50.8,12.3,0.158,0.4,2.6,0.5,0.6,1.1,0.9,0.4,0.3,0.2,0,0.3,0.3,0.6,0.2,3.2,116.5,112.2,90.2,85,58.1,45.3,28.8,19.8,4.5,9.5,13.5,16.3,18.5,6.2,221.9,l4conV230.csv,Laptop,l4 lenovo i5 e430,V230,on,14,3,2
231,0.237,9.3,54.8,13.4,0.171,0.3,2.6,0.5,0.7,1.3,1.1,0.3,0.2,0.3,0.1,0.1,0,0.4,0.3,3.2,68.5,19.1,49.8,41.6,48.2,35.2,36.2,15.4,20.6,13.3,20.5,10.8,10,15.4,126.2,l4conV230.csv,Laptop,l4 lenovo i5 e430,V230,on,14,3,2
229.7,0.233,8.9,53.7,12.9,0.167,0.4,1.9,1.3,0.9,0.7,0.3,0.8,0.8,0.1,0.1,0.5,0.7,0.1,0.1,3.2,112.7,108.9,99,91,84.2,65.2,54.2,38.2,39.3,25.3,23.5,22.6,23.8,30.3,251.5,l4conV230.csv,Laptop,l4 lenovo i5 e430,V230,on,14,3,2
229.9,0.234,9,54,13,0.169,0.3,2.5,0.5,0.5,0.9,1.1,0.6,0.2,0.2,0.1,0.4,0.4,0.8,0.3,3.2,117.7,110.7,100.2,105.7,88,83.2,67.2,68.2,48.8,39.5,32.7,23,13.5,3,277.6,l4conV230.csv,Laptop,l4 lenovo i5 e430,V230,on,14,3,2
